difficulty,task_id,model_family,model_name,run_times,max_turns,failure_num,num_correct,total_samples,accuracy,,,
hard,frequency_encryption,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,1,8,0.125,1498.894737,,
hard,rsa_encryption,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,0,8,0,12437.26316,,
hard,compositional_encryption,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,0,8,0,12535.47368,,
hard,sequential_feedback_cipher,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,0,8,0,2999.421053,,
hard,playfair_cipher,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,0,8,0,13802.73684,,
hard,vigenere_encryption,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,5,8,0.625,6445.842105,,
hard,dynamic_curve_cipher,gemini,gemini-2.5-pro_thinking,run_1,8.5,0,0,8,0,8936.5,,
hard,hill_cipher,gemini,gemini-2.5-pro_thinking,run_1,9.5,0,0,8,0,5857.789474,,
easy,caesar_cipher,gemini,gemini-2.5-flash_thinking,run_1,9.5,0,2,8,0.25,80.10526316,1856.1311,0.068181818
easy,01248_encryption_1,gemini,gemini-2.5-flash_thinking,run_1,9.5,0,1,8,0.125,3519.5,,
easy,01248_encryption_2,gemini,gemini-2.5-flash_thinking,run_1,9.5,0,0,8,0,6322.95,,
easy,fib_cipher,gemini,gemini-2.5-flash_thinking,run_1,9.5,0,0,8,0,0,,
easy,bacon_cipher,gemini,gemini-2.5-flash_thinking,run_1,9.5,0,0,8,0,2990.842105,,
easy,zigzag_cipher,gemini,gemini-2.5-flash_thinking,run_1,9.5,0,0,8,0,2854.421053,,
easy,curve_cipher,gemini,gemini-2.5-flash_thinking,run_1,9.5,0,1,8,0.125,1245.263158,,
easy,adhxz_encryption,gemini,gemini-2.5-flash_thinking,run_1,9.5,0,1,8,0.125,1038.368421,,
easy,backpack_encryption,gemini,gemini-2.5-flash_thinking,run_1,9.5,0,0,8,0,1592.15,,
easy,simple_substitution,gemini,gemini-2.5-flash_thinking,run_1,9.5,0,1,8,0.125,332.2631579,,
easy,idx_shift_encryption,gemini,gemini-2.5-flash_thinking,run_1,9.5,0,0,8,0,441.5789474,,
hard,positional_keyword_cipher,gemini,gemini-2.5-flash_thinking,run_1,9.5,0,0,8,0,3640.454545,1873.654701,0
hard,frequency_encryption,gemini,gemini-2.5-flash_thinking,run_1,9.5,0,0,8,0,1248.894737,,
hard,rsa_encryption,gemini,gemini-2.5-flash_thinking,run_1,9.5,0,0,8,0,4003.619048,,
hard,compositional_encryption,gemini,gemini-2.5-flash_thinking,run_1,9.5,0,0,8,0,1453.842105,,
hard,sequential_feedback_cipher,gemini,gemini-2.5-flash_thinking,run_1,9.5,0,0,8,0,978.6315789,,
hard,playfair_cipher,gemini,gemini-2.5-flash_thinking,run_1,9.5,0,0,8,0,1111.789474,,
hard,vigenere_encryption,gemini,gemini-2.5-flash_thinking,run_1,9.5,0,0,8,0,301.1578947,,
hard,dynamic_curve_cipher,gemini,gemini-2.5-flash_thinking,run_1,8.5,0,0,8,0,1575.555556,,
hard,hill_cipher,gemini,gemini-2.5-flash_thinking,run_1,9.5,0,0,8,0,2548.947368,,
